Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.SC1ADROA,2019.05,12103,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.06,12118,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.07,12260,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.08,12423,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.09,12570,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.10,12543,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.11,12895,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2019.12,12830,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.01,12680,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.02,12842,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.03,13061,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.04,12801,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.05,12876,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.06,12833,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.07,12668,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.08,12720,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.09,12644,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.10,12796,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.11,12820,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2020.12,12852,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.01,12724,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.02,12891,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.03,13159,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.04,13205,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.05,13166,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADROA,2021.06,13309,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Otago,Actual,
MEIM.SC1ADRPA,2019.05,4746,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.06,4627,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.07,4513,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.08,4593,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.09,4645,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.10,4683,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.11,4803,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2019.12,4844,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.01,4809,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.02,4904,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.03,4915,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.04,4796,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.05,4844,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.06,4824,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.07,4721,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.08,4766,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.09,4748,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.10,4823,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.11,4908,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2020.12,4986,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.01,4917,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.02,5013,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.03,5035,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.04,5013,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.05,4999,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRPA,2021.06,4979,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Southland,Actual,
MEIM.SC1ADRZA,2019.05,241244,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.06,242324,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.07,243792,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.08,244962,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.09,246568,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.10,247847,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.11,251979,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2019.12,252598,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.01,249377,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.02,253147,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.03,256243,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.04,254210,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.05,256776,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.06,257280,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.07,256014,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.08,257011,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.09,257026,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.10,259211,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.11,260783,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2020.12,261422,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.01,257648,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.02,262258,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.03,265649,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.04,266606,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.05,267194,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1ADRZA,2021.06,269122,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,30-34,Total NZ,Actual,
MEIM.SC1AERAA,2019.05,5927,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.06,5916,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.07,5862,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.08,5895,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.09,5953,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.10,5983,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.11,6105,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2019.12,6080,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.01,6001,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.02,6097,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.03,6183,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.04,6097,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.05,6107,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.06,6133,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.07,6094,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.08,6154,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.09,6188,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.10,6273,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.11,6343,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2020.12,6388,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.01,6284,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.02,6416,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.03,6497,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.04,6516,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.05,6571,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERAA,2021.06,6582,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Northland,Actual,
MEIM.SC1AERBA,2019.05,80374,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.06,81055,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.07,82193,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.08,82714,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.09,83328,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.10,83751,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.11,84819,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2019.12,84695,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.01,83528,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.02,84911,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.03,85973,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.04,85963,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.05,86650,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.06,86894,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.07,86432,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.08,86460,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.09,86303,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.10,86961,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.11,87206,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2020.12,87010,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.01,85799,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.02,87188,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.03,88137,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.04,88467,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.05,89043,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERBA,2021.06,89635,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Auckland,Actual,
MEIM.SC1AERCA,2019.05,18618,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.06,19509,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.07,19588,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.08,19768,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.09,19923,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.10,19962,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.11,20220,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2019.12,20137,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.01,19772,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.02,20081,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.03,20364,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.04,20278,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.05,20511,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.06,20575,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.07,20493,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.08,20713,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.09,20815,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.10,20981,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.11,21168,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2020.12,21085,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.01,20629,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.02,21023,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.03,21267,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.04,21348,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.05,21392,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERCA,2021.06,21600,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Waikato,Actual,
MEIM.SC1AERDA,2019.05,12264,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.06,12185,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.07,12130,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.08,12246,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.09,12252,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.10,12206,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.11,12347,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2019.12,12362,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.01,12254,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.02,12359,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.03,12596,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.04,12527,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.05,12765,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.06,12723,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.07,12688,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.08,12702,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.09,12692,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.10,12875,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.11,12991,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2020.12,12924,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.01,12747,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.02,12978,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.03,13348,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.04,13509,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.05,13598,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AERDA,2021.06,13623,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Bay of Plenty,Actual,
MEIM.SC1AEREA,2019.05,1881,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.06,1890,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.07,1865,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.08,1858,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.09,1875,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.10,1883,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.11,1923,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2019.12,1938,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.01,1863,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.02,1932,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.03,1944,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.04,1890,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.05,1909,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.06,1935,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
MEIM.SC1AEREA,2020.07,1928,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,35-39,Gisborne,Actual,
